,Method_name,sim5Sub001,sim5Sub002,sim5Sub003,sim5Sub004,sim5Sub005,sim5Sub006,sim5Sub007,sim5Sub008,sim5Sub009,sim5Sub010,sim5Sub011,sim5Sub012,sim5Sub013,sim5Sub014,sim5Sub015,sim5Sub016,sim5Sub017,sim5Sub018,sim5Sub019,sim5Sub020,sim5Sub021,sim5Sub022,sim5Sub023,sim5Sub024,sim5Sub025,sim5Sub026,sim5Sub027,sim5Sub028,sim5Sub029,sim5Sub030,sim5Sub031,sim5Sub032,sim5Sub033,sim5Sub034,sim5Sub035,sim5Sub036,sim5Sub037,sim5Sub038,sim5Sub039,sim5Sub040,sim5Sub041,sim5Sub042,sim5Sub043,sim5Sub044,sim5Sub045,sim5Sub046,sim5Sub047,sim5Sub048,sim5Sub049,sim5Sub050
11,PF_BCmedian,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84
12,T_BCmean,0.96,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,1,1,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1
13,T_BCmedian,0.96,0.96,0.96,1,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,1,1,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96
14,T_BF_BCmean,0.96,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,1,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,1
15,T_BF_BCmedian,0.92,0.92,0.96,0.92,1,0.92,0.96,0.96,0.96,1,0.88,1,0.96,0.92,0.92,0.92,0.96,1,0.96,0.96,1,1,0.96,0.96,0.96,0.96,0.96,0.88,0.92,0.92,1,0.96,0.92,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96,1,0.92,0.96,0.92,0.92,1,0.96,1,1
16,T_BF_PF_BCmean,0.96,1,1,1,1,0.96,0.96,1,0.96,0.96,0.92,0.96,0.96,0.96,1,1,1,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,1,0.96,1,0.96,0.96,1,0.96,0.96,1
17,T_BF_PF_BCmedian,0.88,0.88,0.96,0.92,0.92,0.88,0.92,0.96,0.92,0.96,0.84,0.96,0.88,0.96,0.96,0.92,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.92,0.92,0.96,0.96,0.88,0.88,0.88,0.96,0.96,0.88,0.92,0.88,0.96,0.92,0.96,0.92,0.92,0.96,0.96,0.92,0.96,0.84,0.88,0.88,0.88,1,0.96
18,T_BF_PFmean,0.96,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,1,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,1
19,T_BF_PFmedian,0.88,0.84,0.84,0.88,0.88,0.84,0.88,0.88,0.88,0.88,0.84,0.84,0.84,0.88,0.88,0.88,0.88,0.84,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.92,0.84,0.88,0.84,0.84,0.88,0.84,0.84,0.84,0.84,0.84,0.88,0.84,0.88,0.88,0.88,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84
20,T_BFmean,0.96,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,1,1,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1
21,T_BFmedian,0.96,1,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,1
22,T_PF_BCmean,0.96,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,1,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,1
23,T_PF_BCmedian,0.96,0.92,0.96,0.92,1,0.92,0.96,0.96,0.96,1,0.92,1,1,0.92,0.92,0.96,0.96,1,0.96,0.96,1,1,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.92,1,0.96,0.92,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96,1,0.92,0.96,0.92,0.92,1,0.96,1,1
24,T_PFmean,0.96,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,1,1,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,1,1,1,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1
25,T_PFmedian,0.96,1,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,1,0.96,0.96,1
26,Tigress,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
