,Method_name,sim1Sub001,sim1Sub002,sim1Sub003,sim1Sub004,sim1Sub005,sim1Sub006,sim1Sub007,sim1Sub008,sim1Sub009,sim1Sub010,sim1Sub011,sim1Sub012,sim1Sub013,sim1Sub014,sim1Sub015,sim1Sub016,sim1Sub017,sim1Sub018,sim1Sub019,sim1Sub020,sim1Sub021,sim1Sub022,sim1Sub023,sim1Sub024,sim1Sub025,sim1Sub026,sim1Sub027,sim1Sub028,sim1Sub029,sim1Sub030,sim1Sub031,sim1Sub032,sim1Sub033,sim1Sub034,sim1Sub035,sim1Sub036,sim1Sub037,sim1Sub038,sim1Sub039,sim1Sub040,sim1Sub041,sim1Sub042,sim1Sub043,sim1Sub044,sim1Sub045,sim1Sub046,sim1Sub047,sim1Sub048,sim1Sub049,sim1Sub050
14,COH1,0.84,0.84,0.76,0.92,0.84,0.84,0.76,0.68,0.92,0.84,0.84,0.84,0.84,0.76,0.76,0.76,0.84,0.84,1,0.84,0.84,0.76,0.68,0.68,0.92,0.68,0.84,0.84,0.84,0.84,0.84,0.84,0.76,1,0.84,0.92,0.76,0.84,0.76,0.92,0.92,0.92,0.84,0.76,0.76,0.84,0.68,0.92,0.84,0.84
15,COH2,0.68,0.84,0.76,0.76,0.76,0.84,0.76,0.68,0.84,0.76,0.76,0.76,0.68,0.68,0.76,0.68,0.76,0.76,0.92,0.76,0.92,0.76,0.68,0.76,0.84,0.6,0.76,0.84,0.84,0.76,0.68,0.76,0.76,0.84,0.92,0.76,0.76,0.92,0.68,0.84,0.76,0.84,0.68,0.84,0.84,0.84,0.6,0.84,0.84,0.76
16,DC1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.88,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.88,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8
17,dDTF,0.8,0.84,0.84,0.84,0.8,0.8,0.8,0.84,0.92,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.88,0.8,0.88,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.84,0.84,0.88,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84
18,DTF,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.92,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.88,0.84,0.8,0.84,0.84,0.8
19,ffDTF,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.92,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.8
20,Genie,0.84,0.8,0.84,0.8,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.88,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.92,0.84,0.8,0.84,0.8,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.88,0.84,0.84,0.88
21,GGC,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8
22,GPDC,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.88,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.88,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.84,0.88,0.8,0.8,0.8,0.8,0.8,0.8
23,hmvar,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.84,0.8
24,MVAR,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8
25,oPDCF,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.88,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.92,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.88,0.8,0.8,0.8,0.8,0.8,0.8
26,pCOH1,0.68,1,0.76,0.76,0.76,0.76,0.76,0.68,0.92,0.76,0.84,0.84,0.76,1,0.76,0.68,0.92,0.76,0.76,0.84,0.76,0.68,0.84,0.76,0.76,0.6,0.76,0.84,0.92,0.76,0.76,0.84,0.84,0.84,0.76,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.84,0.76,0.76,0.92,0.76,0.68,0.84,0.84
27,pCOH2,0.68,1,0.76,0.76,0.76,0.76,0.76,0.68,0.92,0.76,0.84,0.84,0.76,1,0.76,0.68,0.92,0.76,0.76,0.84,0.76,0.68,0.84,0.76,0.76,0.6,0.76,0.84,0.92,0.76,0.76,0.84,0.84,0.84,0.76,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.84,0.76,0.76,0.92,0.76,0.68,0.84,0.84
28,PCohF,1,1,0.84,1,0.92,0.92,1,0.84,0.84,1,1,0.92,0.92,1,1,0.92,0.92,0.92,1,0.92,0.84,0.84,0.84,0.92,0.92,0.92,0.92,1,0.92,0.84,0.84,0.92,1,1,0.92,1,0.84,0.92,0.92,0.92,1,1,0.92,0.84,0.92,0.84,0.92,0.84,0.92,0.92
29,PCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,PCorrD,0.84,0.88,0.84,0.8,0.8,0.84,0.8,0.84,0.84,0.88,0.8,0.84,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.8,0.88,0.84,0.84,0.88,0.92,0.84,0.88,0.84,0.88,0.84,0.84,0.88,0.88,0.88,0.84,0.84,0.84,0.84,0.92,0.88,0.84,0.88,0.84,0.84,0.84
31,PCorrU,0.76,0.84,0.84,0.68,0.76,0.68,0.84,0.76,0.92,0.76,0.76,0.76,0.76,0.84,0.68,0.68,0.84,0.76,0.76,0.76,0.76,0.68,0.76,0.84,0.76,0.76,0.92,0.84,0.76,0.76,0.68,0.92,0.76,0.76,0.84,0.68,0.84,0.68,0.76,0.68,0.84,0.68,0.76,0.76,0.76,0.84,0.76,0.76,0.76,0.76
32,PDC,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.84,0.84,0.88,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.92,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.88,0.84,0.8,0.8,0.8,0.8,0.8
33,PH2D,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.8,0.88,0.8,0.88,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.88,0.8,0.84,0.84,0.8,0.88,0.84,0.8
34,PH2U,0.84,0.76,0.76,0.76,0.76,0.68,0.68,0.76,0.68,0.76,0.84,0.68,0.68,0.76,0.6,0.76,0.68,0.76,0.84,0.76,0.76,0.68,0.76,0.76,0.84,0.68,0.68,0.68,0.84,0.68,0.68,0.68,0.68,0.76,0.84,0.84,0.68,0.76,0.68,0.76,0.68,0.76,0.84,0.84,0.84,0.84,0.76,0.84,0.68,0.76
35,PMITD1,0.8,0.88,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.88,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.8,0.88,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.84,0.8,0.88,0.8
36,PMITD2,0.8,0.88,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.88,0.84,0.84,0.88,0.84,0.8,0.84,0.8,0.8,0.88,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.84,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.84,0.8,0.84,0.8
37,PMITU,0.68,0.76,0.68,0.76,0.68,0.68,0.68,0.76,0.68,0.68,0.68,0.68,0.76,0.76,0.76,0.84,0.76,0.76,0.68,0.76,0.84,0.84,0.68,0.6,0.76,0.76,0.84,0.76,0.6,0.68,0.76,0.68,0.76,0.76,0.6,0.76,0.6,0.68,0.68,0.68,0.68,0.6,0.76,0.84,0.68,0.84,0.68,0.6,0.84,0.68
38,PTED,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.88,0.8,0.8,0.8,0.8,0.84,0.8,0.88,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.84
39,PTEU,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.84,0.84,0.8
40,Smvar,0.76,0.84,0.84,0.84,0.68,0.76,0.76,0.76,0.92,0.68,0.84,0.76,0.76,0.84,0.84,0.68,0.76,0.76,0.84,0.84,0.76,0.68,0.76,0.76,0.84,0.64,0.76,0.84,0.84,0.84,0.76,0.76,0.76,0.84,0.84,0.76,0.76,0.84,0.84,0.76,0.76,0.84,0.76,0.76,0.76,0.76,0.68,0.76,0.76,0.92
41,Tigress,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.88,0.96,0.92,0.96,0.96,0.96,0.96,1,0.88,0.92,0.96,0.96,0.92,0.96,0.96,0.92,0.96,0.96,1,0.96,0.96,0.96,0.92,0.96,0.92,1,0.96,0.96,0.96
