,Method_name,sim21Sub001,sim21Sub002,sim21Sub003,sim21Sub004,sim21Sub005,sim21Sub006,sim21Sub007,sim21Sub008,sim21Sub009,sim21Sub010,sim21Sub011,sim21Sub012,sim21Sub013,sim21Sub014,sim21Sub015,sim21Sub016,sim21Sub017,sim21Sub018,sim21Sub019,sim21Sub020,sim21Sub021,sim21Sub022,sim21Sub023,sim21Sub024,sim21Sub025,sim21Sub026,sim21Sub027,sim21Sub028,sim21Sub029,sim21Sub030,sim21Sub031,sim21Sub032,sim21Sub033,sim21Sub034,sim21Sub035,sim21Sub036,sim21Sub037,sim21Sub038,sim21Sub039,sim21Sub040,sim21Sub041,sim21Sub042,sim21Sub043,sim21Sub044,sim21Sub045,sim21Sub046,sim21Sub047,sim21Sub048,sim21Sub049,sim21Sub050
13,T_BCmedian,0.96,0.92,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.88,0.88,0.96,0.92,0.96,0.96,0.92,0.96,1,0.84,0.92,0.92,0.92,0.92,0.96,0.96,0.92,1,0.96,1,0.96,0.96,0.92,0.88,0.96,0.88,1,0.92,0.92,0.96
14,T_BF_BCmean,1,0.96,1,0.96,1,0.96,0.96,0.92,0.92,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.88,0.88,0.92,0.96,0.96,0.96,0.92,0.96,1,0.84,0.96,0.92,0.96,0.92,0.96,0.96,0.88,1,0.96,1,0.96,1,0.96,0.92,0.92,0.92,1,0.92,0.92,0.96
15,T_BF_BCmedian,1,0.88,0.96,0.88,0.96,1,0.96,0.92,0.88,0.92,0.96,0.92,0.84,0.96,0.92,0.96,0.96,0.96,0.88,0.92,0.88,0.88,0.96,0.96,0.96,0.92,0.96,0.88,0.92,0.84,0.88,0.84,0.92,0.88,0.92,0.92,0.88,0.96,0.88,0.92,0.84,0.88,0.88,0.88,0.96,0.88,1,0.88,0.96,0.96
16,T_BF_PF_BCmean,1,0.96,1,0.96,1,0.96,0.96,0.92,0.88,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,1,0.96,0.92,0.88,0.88,0.92,0.96,0.96,0.96,0.92,0.96,1,0.84,0.92,0.96,0.96,0.92,0.92,0.96,0.88,1,0.96,0.96,1,1,0.96,0.88,0.92,0.88,1,0.92,0.88,0.96
17,T_BF_PF_BCmedian,0.88,0.88,0.96,0.84,0.96,1,0.92,0.88,0.84,0.88,0.92,0.88,0.92,0.92,0.92,0.88,0.96,0.92,0.88,0.88,0.88,0.84,0.96,0.92,0.96,0.92,0.92,0.84,0.96,0.84,0.88,0.88,0.88,0.88,0.88,0.88,0.84,0.92,0.92,0.92,0.84,0.88,0.84,0.84,0.88,0.84,0.88,0.84,0.92,0.96
18,T_BF_PFmean,1,0.96,0.96,1,1,0.96,0.96,0.92,0.92,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.88,0.88,0.92,0.96,0.96,0.96,0.92,0.96,1,0.84,0.96,0.92,0.96,0.92,0.96,0.96,0.88,1,0.96,1,0.96,0.96,0.96,0.88,0.92,0.88,0.96,0.92,0.92,0.96
19,T_BF_PFmedian,0.84,0.88,0.84,0.84,0.84,0.92,0.84,0.84,0.84,0.84,0.88,0.84,0.84,0.84,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.88,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.84,0.84,0.84
20,T_BFmean,1,0.96,0.96,1,1,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.88,0.88,0.96,0.96,0.96,0.96,0.92,0.96,1,0.84,0.96,0.92,0.96,0.92,0.96,0.96,0.88,1,0.96,1,0.96,0.96,0.96,0.88,0.92,0.92,0.96,0.92,0.92,0.96
21,T_BFmedian,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,1,0.92,0.88,0.96,0.92,0.96,0.96,0.92,0.96,1,0.84,0.96,0.92,0.96,0.92,0.96,0.96,0.88,0.96,0.96,1,0.96,0.96,0.96,0.88,0.92,0.88,0.96,0.92,0.92,0.96
22,T_PF_BCmean,1,0.96,0.96,0.96,1,0.96,0.96,0.92,0.92,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.88,0.88,0.92,0.96,0.96,0.96,0.92,0.96,1,0.88,0.96,0.92,0.96,0.92,0.96,0.96,0.88,1,0.96,1,1,1,0.96,0.92,0.92,0.88,1,0.92,0.92,0.96
23,T_PF_BCmedian,1,0.88,0.96,0.88,0.96,1,0.96,0.92,0.88,0.92,0.96,0.92,0.84,0.96,0.92,0.96,0.96,0.96,0.88,0.92,0.88,0.88,0.96,0.96,0.96,0.92,0.96,0.88,0.92,0.84,0.88,0.84,0.92,0.88,0.92,0.92,0.88,0.96,0.88,0.92,0.84,0.88,0.88,0.88,0.96,0.88,1,0.92,0.96,0.96
24,T_PFmean,1,0.96,0.96,1,1,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.88,0.88,0.96,0.96,0.96,0.96,0.92,0.96,1,0.84,0.96,0.92,0.96,0.92,0.96,0.96,0.88,1,0.92,1,0.96,0.96,0.96,0.88,0.92,0.92,0.96,0.92,0.92,0.96
25,T_PFmedian,0.96,0.96,0.96,0.96,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,1,0.92,0.88,0.96,0.92,0.96,0.96,0.92,0.96,1,0.84,0.96,0.92,1,0.92,0.96,0.96,0.88,0.96,0.92,1,0.96,0.96,0.92,0.88,0.92,0.88,0.96,0.92,0.92,0.96
26,Tigress,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.88,0.96,0.92,0.96,0.96,0.92,0.96,1,0.84,0.96,0.92,0.96,0.92,0.96,0.96,0.88,0.96,0.92,1,0.96,0.96,0.96,0.88,0.96,0.92,0.96,0.92,0.96,0.96
