,Method_name,sim6Sub001,sim6Sub002,sim6Sub003,sim6Sub004,sim6Sub005,sim6Sub006,sim6Sub007,sim6Sub008,sim6Sub009,sim6Sub010,sim6Sub011,sim6Sub012,sim6Sub013,sim6Sub014,sim6Sub015,sim6Sub016,sim6Sub017,sim6Sub018,sim6Sub019,sim6Sub020,sim6Sub021,sim6Sub022,sim6Sub023,sim6Sub024,sim6Sub025,sim6Sub026,sim6Sub027,sim6Sub028,sim6Sub029,sim6Sub030,sim6Sub031,sim6Sub032,sim6Sub033,sim6Sub034,sim6Sub035,sim6Sub036,sim6Sub037,sim6Sub038,sim6Sub039,sim6Sub040,sim6Sub041,sim6Sub042,sim6Sub043,sim6Sub044,sim6Sub045,sim6Sub046,sim6Sub047,sim6Sub048,sim6Sub049,sim6Sub050
12,T_BCmean,0.98,0.99,0.97,0.97,0.96,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.99,0.97,0.98,0.98,0.96,0.99,0.98,0.99,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.96,0.98,0.98,0.98,0.98
13,T_BCmedian,0.97,0.97,0.97,0.97,0.96,0.97,0.98,0.97,0.98,0.97,0.96,0.97,0.98,0.97,0.98,0.97,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.97,0.99,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.98,0.96,0.97,0.96,0.98,0.98,0.95,0.97,0.98,0.98,0.97
14,T_BF_BCmean,0.98,0.99,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.99,0.98,0.98,0.98,0.97,0.99,0.98,0.99,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.95,0.98,0.98,0.99,0.98
15,T_BF_BCmedian,0.96,0.95,0.96,0.96,0.95,0.96,0.98,0.94,1,0.96,0.93,0.94,0.94,0.94,0.97,0.94,0.94,0.97,0.95,0.94,0.95,0.93,0.96,0.96,0.98,0.97,0.98,0.96,0.93,0.96,0.94,0.96,0.95,0.94,0.94,0.98,0.97,0.96,0.97,0.98,0.97,0.93,0.96,0.96,0.96,0.95,0.97,0.96,0.99,0.95
16,T_BF_PF_BCmean,0.97,0.99,0.97,0.98,0.97,0.98,0.98,0.98,0.99,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.99,0.98,0.98,0.98,0.97,0.99,0.98,0.99,0.97,0.96,0.97,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.96,0.98,0.98,0.99,0.98
17,T_BF_PF_BCmedian,0.95,0.93,0.94,0.93,0.92,0.95,0.96,0.92,0.97,0.93,0.92,0.95,0.93,0.93,0.95,0.92,0.93,0.93,0.95,0.94,0.96,0.91,0.95,0.93,0.94,0.93,0.96,0.94,0.91,0.94,0.94,0.94,0.93,0.92,0.94,0.96,0.95,0.93,0.93,0.97,0.95,0.92,0.95,0.92,0.96,0.92,0.93,0.95,0.98,0.92
18,T_BF_PFmean,0.98,0.99,0.97,0.98,0.96,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.99,0.98,0.98,0.98,0.97,0.99,0.98,0.99,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.97,0.96,0.98,0.98,0.99,0.98
19,T_BF_PFmedian,0.92,0.9,0.91,0.91,0.9,0.91,0.9,0.92,0.92,0.9,0.91,0.93,0.9,0.91,0.91,0.9,0.91,0.9,0.9,0.9,0.91,0.9,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.9,0.91,0.9,0.9,0.9,0.93,0.89,0.9,0.91,0.89,0.9,0.92,0.9,0.92,0.9,0.9,0.92,0.91,0.91,0.9,0.9
20,T_BFmean,0.98,0.99,0.97,0.97,0.96,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.99,0.97,0.98,0.98,0.96,0.99,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.98,0.97,0.97,0.97,0.98,0.97,0.96,0.98,0.98,0.98,0.98
21,T_BFmedian,0.97,0.98,0.97,0.97,0.96,0.96,0.98,0.97,0.98,0.97,0.96,0.97,0.98,0.97,0.97,0.96,0.96,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.98,0.96,0.99,0.97,0.97,0.98,0.96,0.98,0.98,0.98,0.96,0.97,0.97,0.96,0.97,0.98,0.96,0.97,0.96,0.98,0.97,0.95,0.97,0.98,0.98,0.97
22,T_PF_BCmean,0.98,0.99,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.99,0.98,0.98,0.98,0.97,0.99,0.98,0.99,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.95,0.98,0.98,0.99,0.98
23,T_PF_BCmedian,0.96,0.95,0.96,0.96,0.95,0.98,0.98,0.95,1,0.97,0.93,0.96,0.94,0.95,0.97,0.95,0.95,0.97,0.96,0.95,0.96,0.94,0.96,0.98,0.98,0.97,0.98,0.97,0.94,0.96,0.94,0.97,0.95,0.96,0.94,0.98,0.97,0.96,0.97,0.98,0.97,0.96,0.97,0.96,0.96,0.96,0.97,0.97,0.99,0.97
24,T_PFmean,0.98,0.99,0.97,0.97,0.96,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.98,0.97,0.97,0.98,0.96,0.99,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.98,0.97,0.97,0.97,0.98,0.97,0.96,0.98,0.98,0.98,0.98
25,T_PFmedian,0.97,0.98,0.97,0.97,0.96,0.96,0.98,0.97,0.98,0.97,0.96,0.97,0.97,0.97,0.97,0.97,0.96,0.96,0.97,0.96,0.98,0.97,0.98,0.97,0.98,0.96,0.99,0.97,0.97,0.98,0.96,0.98,0.98,0.98,0.95,0.97,0.96,0.97,0.97,0.98,0.96,0.97,0.96,0.98,0.97,0.95,0.97,0.98,0.98,0.97
26,Tigress,0.97,0.98,0.97,0.97,0.96,0.96,0.97,0.97,0.98,0.97,0.96,0.97,0.97,0.98,0.97,0.97,0.96,0.96,0.97,0.97,0.98,0.97,0.98,0.97,0.98,0.96,0.98,0.97,0.97,0.98,0.96,0.97,0.97,0.98,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.97,0.96,0.97,0.97,0.96,0.98,0.98,0.98,0.98
